Date,Open,Close,High,Low,Volume
15-Jun-16,149.5,151.2,153.15,149.15,32972040
16-Jun-16,149.45,152.65,153.5,148.6,33024288
17-Jun-16,153.1,154.35,156.5,152.15,34080848
20-Jun-16,157.9,161.45,163.3,157.6,25360368
21-Jun-16,161.25,164.15,165,159.9,30502100
22-Jun-16,164.4,166.45,169.03,163.1,21845700
23-Jun-16,168.2,167.8,173.75,166.1,35835668
24-Jun-16,145,162.3,169.85,143.08,61912864
27-Jun-16,159.75,153.65,162.5,152.8,37940572
28-Jun-16,157.5,160.45,162.2,156.5,23431848
29-Jun-16,165,170.7,170.7,162.35,45380552
30-Jun-16,169.7,174.9,175.35,167.35,49647192
01-Jul-16,175.8,177.2,177.61,172.5,21345084
04-Jul-16,178,178.45,178.45,176.15,18261580
05-Jul-16,177.4,175.75,178.7,173.51,26058608
06-Jul-16,172,161.6,172,158.5,55277880
07-Jul-16,162.85,160.2,164.15,160.2,28518896
08-Jul-16,160.55,163.2,164.05,159.7,28551490
11-Jul-16,164.05,165.3,165.85,158.25,25032788
12-Jul-16,165.5,169.7,170.1,165.15,27144888
13-Jul-16,169.95,169.4,172.05,168.15,18932584
14-Jul-16,171.05,168.45,172.33,167.8,20549468
15-Jul-16,168,165.9,168.25,163.98,25971900
18-Jul-16,167.5,166,167.5,164.5,17344660
19-Jul-16,165.05,163.75,165.63,161.25,18556164
20-Jul-16,164,161.15,164.95,159.98,20599808
21-Jul-16,160.45,158.8,161.35,157.65,26586184
22-Jul-16,159.25,159.8,160.8,157.6,14205262
25-Jul-16,159.95,162.1,162.9,159.8,17227744
26-Jul-16,162.55,155.5,163,153.6,27064538
27-Jul-16,156.15,157,157.35,155.75,34367548
28-Jul-16,157.5,156.2,157.95,156,32109776
29-Jul-16,156.6,156,157.05,154.15,24073228
01-Aug-16,156.1,154.9,156.35,153.2,17940458
02-Aug-16,154.7,154.7,155.08,153.1,22337800
03-Aug-16,154.7,154,154.94,153,16568319
04-Aug-16,154.25,155.55,157.7,153.45,22616984
05-Aug-16,155.9,154.8,156.6,153.25,20080352
08-Aug-16,154.9,154.6,156.48,154,23314396
09-Aug-16,154.95,158.1,158.85,154.45,24682170
10-Aug-16,157.35,158.9,159.19,157.1,20650792
11-Aug-16,159.8,156.55,159.9,156.05,28224906
12-Aug-16,155.95,160.5,161.65,155.95,22802064
15-Aug-16,161,157.8,161.45,157.8,16076923
16-Aug-16,156.95,157.7,158.18,155.5,22456272
